"","3093HepFr","Gran532","3082Cit4C","NKpan1879","3045EDTAFr","NK8m2626","3021Cit4C","Tpan1754","3159EDTAFr","Th1702","Tc2615","NK16p2288","3082EDTARt","3676","2290","3045Cit4C","B1869","3451","Mono1972","3045EDTARt","NK8p2620","3675","3021CitFr","NKpan2241","Neut1148","Baso1832","Tc2637","3045EDTA4C","NKT2574","NK8m2299","2745","3696","3177EDTA80","Neut1145","3619","NK16p2590","3021EDTAFr","3082Cit80","3177HepFr","Mono1775","NK8p2621","3159HepFr","3268","3082EDTA4C","B2005","3159Hep80","NK16p2594","NKT2584","3177EDTAFr","Bpen","Treg2169","3093EDTA80","3159Hep4C","3093Hep80","3272","3082EDTA80","3177Cit80","B1681","3019","NK16m2608","2563","3082Hep80","NK16m2640","3093CitFr","Baso2477","Gpen","3045CitRt","Th2535","3093EDTAFr","Th1831","3093Cit80","Baso1915","3169","3159EDTARt","3093EDTARt","Th2611","NKT2613","NK8p2619","NKpan1850","NK16m2606","NK16m2578","Th2546","3021EDTA4C","Eos2272","3289","Tc1547","3082CitFr","NK16p2297","3159CitFr","3082EDTAFr","3045HepRt","3159Cit4C","NK8m4229","Baso1889","Eos2063","3021Hep80","3697","Gran1146","3682","3021HepRt","2120","STpen","3357","Treg2169","Gosis","3177CitFr","Treg1782","3685","3045HepFr","Tpan2294","NK8m2641","3221","3093HepRt","Tc2636","2367","3082Hep4C","Tpan1779","NormMix","3177Hep80","Mosis","3177HepRt","Neut2270","3045Cit80","2130","3045EDTA80","B1690","Neut0612","Tpan1612","3021CitRt","2806","Eos2275","NKT2572","Neut1147","Mono2639","3177EDTA4C","B1877","3021Cit80","3159EDTA80","3045CitFr","3396","NK8p2623","NKT2616","2570","3398","3159HepRt","2240","3699","3045Hep80","MTpen","3234","NKpan1869","3177CitRt","Gran1149","NK8m2631","3082HepRt","3177EDTARt","Tc2007","3159CitRt","Mono1993","3093Cit4C","Eos2042","3093CitRt","NKpan2510","3266","Gran1150","3021EDTA80","Baso2492","NK8p2614","3159EDTA4C","NK16m2577","3177Hep4C","Tpan1795","3305","3045Hep4C","Mono1827","2899","3021HepFr","NKpan2503","3159Cit80","3021Hep4C","3093EDTA4C","3082HepFr","3566","Gran2271","2016","3386","3177Cit4C","3021EDTARt","3093Hep4C","NK16p2589","3082CitRt","Treg2280"
"cg02947253",0.8051986,0.5787276,0.7843612,0.9742605,0.7905605,0.9672841,0.8489038,0.9408446,0.7366666,0.8365375,0.969911,0.9733688,0.7461775,0.8491154,0.8086494,0.8195326,0.9649345,0.9360995,0.5347398,0.8166431,0.9779314,0.8976854,0.8037777,0.96323,0.6048399,0.4771479,0.9681749,0.7985538,0.9666553,0.9733109,0.8791813,0.8794374,0.8108926,0.5971878,0.8635744,0.9683107,0.8435219,0.7391536,0.8213663,0.4264869,0.9741958,0.7725189,0.7603517,0.7717988,0.9528711,0.7554337,0.96106,0.9152238,0.8493636,0.6462642,0.9534094,0.820007,0.7708945,0.8265631,0.6560746,0.7632467,0.8294009,0.9543338,0.8950591,0.9444736,0.8917859,0.7609221,0.928246,0.8040613,0.6665122,0.8719475,0.7831874,0.876822,0.8190859,0.8385313,0.832049,0.6077806,0.7909314,0.7861865,0.815423,0.9346453,0.9643202,0.9682375,0.9445201,0.956167,0.9539986,0.9379563,0.8531874,0.07739308,0.8177249,0.9710838,0.7676527,0.9635862,0.7137737,0.7007032,0.7927238,0.7763745,0.9588965,0.4393253,0.04660484,0.8383667,0.9174429,0.6524062,0.7461735,0.8579933,0.7548265,0.7601421,0.8703202,0.9461042,0.7152361,0.7918207,0.9659589,0.7589079,0.7982596,0.8491529,0.9423164,0.7800536,0.830198,0.9724768,0.7453875,0.7775122,0.9016544,0.7105318,0.8188167,0.6208142,0.8086123,0.643242,0.8223798,0.765341,0.7934284,0.9528542,0.6367265,0.9065675,0.8343323,0.8396565,0.04653856,0.9718928,0.7000344,0.5859672,0.8452901,0.9530831,0.823794,0.7742941,0.7897198,0.806769,0.9781529,0.9733711,0.794414,0.733079,0.7784426,0.7654395,0.8137789,0.8090641,0.742327,0.890525,0.9569148,0.8548023,0.8692455,0.9356806,0.7490893,0.8351243,0.973574,0.7297212,0.8267832,0.7813697,0.1298748,0.784696,0.9627486,0.7732375,0.6294176,0.8296835,0.7939829,0.979373,0.743952,0.9402565,0.8008202,0.9464356,0.9116576,0.7812176,0.4806528,0.8963473,0.8102958,0.9727743,0.697251,0.8134953,0.8302432,0.7399445,0.7838116,0.544906,0.6405084,0.6000509,0.7609901,0.8418123,0.7870384,0.9596907,0.6603394,0.9421529
"cg03311899",0.6225658,0.1013022,0.5467284,0.9635162,0.4378304,0.9439246,0.5824164,0.9443208,0.4612592,0.9458126,0.9719235,0.9673848,0.5744712,0.5222526,0.3389161,0.415344,0.9570162,0.178276,0.09930231,0.4397454,0.9602356,0.7842284,0.5924376,0.9763232,0.1054624,0.1527632,0.973773,0.396087,0.9514397,0.9549112,0.1849443,0.4849083,0.7250867,0.06842718,0.5766837,0.9677324,0.6095797,0.4937189,0.6509445,0.1431749,0.9424731,0.4698828,0.6256867,0.5019407,0.9588247,0.5050018,0.9655285,0.9348798,0.679064,0.5351275,0.9577012,0.6299352,0.48592,0.6518222,0.3537615,0.533587,0.6914087,0.9691631,0.5127219,0.9738304,0.381091,0.5249307,0.9681068,0.6285728,0.3874556,0.8628702,0.369188,0.9542272,0.661257,0.9353594,0.6536113,0.1185791,0.6491284,0.533114,0.6896533,0.9432011,0.937526,0.9711674,0.9594659,0.9765188,0.9791145,0.9508284,0.6369792,0.04340644,0.2876363,0.9642428,0.5511437,0.9739776,0.4665267,0.5016535,0.4470946,0.4754986,0.9608335,0.1099795,0.06741468,0.6238122,0.5548426,0.09012785,0.5299209,0.762991,0.2476405,0.3064117,0.1226081,0.9606287,0.3455823,0.6593708,0.9665236,0.3859906,0.3872032,0.9658816,0.9306516,0.3972917,0.6105565,0.9790762,0.1838323,0.5672395,0.9515525,0.6197704,0.7015408,0.4320183,0.6647404,0.1753569,0.4073169,0.4956734,0.3743507,0.9752145,0.0947461,0.9653074,0.6516024,0.3194002,0.6090795,0.938023,0.0545045,0.1704475,0.6436953,0.9664533,0.5384448,0.4063381,0.4089569,0.6948362,0.9768982,0.938229,0.5018346,0.4158078,0.5010675,0.3872837,0.3944434,0.4009434,0.4188878,0.2677351,0.940944,0.6600442,0.127029,0.9517187,0.5996526,0.7472818,0.9588895,0.5006379,0.1394961,0.6337053,0.03334637,0.6072412,0.9698738,0.3641969,0.08044503,0.6300919,0.2189703,0.9638127,0.452506,0.9714161,0.6460989,0.9633168,0.445207,0.3302563,0.1502196,0.6076559,0.5504033,0.9704743,0.4105551,0.6190116,0.6680113,0.5031602,0.5785946,0.118026,0.2264129,0.2044266,0.6118935,0.6046987,0.583954,0.958952,0.5130863,0.9632711
"cg03330678",0.6153185,0.1589911,0.5292541,0.9476618,0.3900354,0.9434088,0.6019256,0.9210685,0.4099769,0.9253851,0.9501709,0.9543027,0.5457186,0.4883251,0.3739063,0.3769302,0.9198033,0.2136747,0.05347975,0.4217437,0.9486652,0.7223796,0.5759807,0.9753697,0.09703249,0.8541888,0.9422977,0.3999441,0.920139,0.9375535,0.1342385,0.4392461,0.6729853,0.06769222,0.4759433,0.9192412,0.6161985,0.5078179,0.6767639,0.08501004,0.9583478,0.4658907,0.4783266,0.4933935,0.7746096,0.4647505,0.9545035,0.9203201,0.6945785,0.4353243,0.9378738,0.6214711,0.4516582,0.63147,0.2877284,0.5028666,0.6969968,0.8625553,0.616623,0.9558376,0.2934364,0.5245559,0.9501497,0.6107415,0.8356743,0.7760836,0.3870257,0.941529,0.6146092,0.9355881,0.6149071,0.7743423,0.504748,0.472348,0.6309242,0.9261843,0.9483058,0.9587855,0.9374806,0.9606993,0.9524817,0.919987,0.6005779,0.4424913,0.3231333,0.9386262,0.4991697,0.9607117,0.428917,0.4696891,0.397262,0.4263885,0.9402956,0.7757524,0.5035884,0.6293656,0.4898469,0.05326207,0.4905989,0.6394224,0.1740123,0.2572169,0.1116538,0.930776,0.2607305,0.6867711,0.9337059,0.3630383,0.4002014,0.9552319,0.9215298,0.436047,0.6565057,0.9229842,0.149927,0.5574173,0.9470643,0.451988,0.7339937,0.2927841,0.6816719,0.08225634,0.3947799,0.4100825,0.403396,0.9203727,0.03885371,0.9325702,0.6062908,0.221605,0.5247586,0.9466196,0.0673022,0.1090463,0.6771563,0.9161376,0.6224357,0.4360741,0.4195265,0.6799616,0.9639342,0.9263731,0.5122764,0.4282541,0.4776475,0.4083691,0.3384051,0.380153,0.3552741,0.2408139,0.9417653,0.7241504,0.06695538,0.9361319,0.5079968,0.6949736,0.9087651,0.41331,0.08505757,0.6118702,0.5206481,0.55487,0.9621142,0.282718,0.0749571,0.6215101,0.8122722,0.95591,0.4301362,0.9636779,0.6672764,0.935645,0.4444477,0.3637089,0.09400383,0.5557218,0.5999203,0.9626306,0.3638691,0.6104614,0.6265081,0.4773773,0.460102,0.1098882,0.1884683,0.2615757,0.6159971,0.5920797,0.542832,0.914115,0.464884,0.9317298
"cg03368758",0.9418316,0.9634719,0.9446562,0.2007152,0.9299183,0.6898604,0.9390225,0.9488497,0.9423197,0.9593936,0.9502643,0.2038038,0.9444491,0.9440675,0.9493357,0.9317209,0.9330258,0.9521059,0.9602956,0.9332997,0.7126838,0.936169,0.9321612,0.3476435,0.9543907,0.9532512,0.9497612,0.934729,0.9347021,0.3325376,0.9554448,0.9412057,0.9254743,0.9607777,0.9434693,0.4022015,0.943143,0.9466047,0.9529002,0.9445929,0.5650041,0.9562838,0.9461121,0.9380134,0.9252763,0.9631817,0.1547738,0.9485261,0.9309738,0.9345307,0.9630319,0.935274,0.9541665,0.9418372,0.9010352,0.9432782,0.9307039,0.9501061,0.9382683,0.7021888,0.9583792,0.9451336,0.5139439,0.9351336,0.9645132,0.892226,0.9351218,0.9529524,0.9230449,0.9621626,0.9538025,0.9409217,0.9344175,0.9534969,0.9298507,0.9471775,0.92867,0.2527289,0.3761076,0.6705081,0.6866793,0.9500931,0.9404093,0.9568024,0.9489828,0.9435667,0.9543352,0.1864873,0.9481927,0.9372788,0.9325869,0.9569679,0.4976719,0.9149067,0.9603943,0.9352561,0.9420115,0.9716668,0.9526334,0.9394611,0.9493408,0.9495345,0.8614976,0.968369,0.9562998,0.9399003,0.9724139,0.935146,0.9451028,0.9556118,0.4577285,0.9619721,0.9394414,0.962176,0.969804,0.9464947,0.9572836,0.9541095,0.9343554,0.9489821,0.9357252,0.9733831,0.9500481,0.9511155,0.9496,0.9088262,0.9659632,0.9610404,0.935492,0.9653391,0.9562026,0.9408187,0.9446266,0.9565826,0.9468233,0.9502895,0.9407828,0.9553284,0.9488685,0.8595559,0.1781799,0.9334036,0.9535663,0.9369099,0.960384,0.9531975,0.9540307,0.93406,0.9477498,0.9583617,0.5239913,0.9469864,0.9438341,0.3734914,0.9489556,0.9378046,0.9585969,0.958504,0.9700845,0.9433739,0.9599857,0.923045,0.3379066,0.9477485,0.958176,0.9380684,0.9606857,0.4386702,0.9608997,0.7579128,0.9425513,0.9653787,0.9414818,0.9375082,0.9710334,0.9659395,0.9310619,0.4651271,0.9481425,0.9398118,0.9453546,0.9342193,0.93397,0.8918222,0.942916,0.9361356,0.9443932,0.9449987,0.9264882,0.1728998,0.944691,0.9611674
"cg03574571",0.6679636,0.2734005,0.6013477,0.8825812,0.4829697,0.9062453,0.6673978,0.9502041,0.5244997,0.9516422,0.9473565,0.9086382,0.6402835,0.5933167,0.474803,0.5087448,0.07379115,0.3384234,0.1325475,0.5210121,0.9096469,0.7584604,0.6936533,0.8929881,0.162533,0.2219356,0.9364278,0.5195389,0.9353222,0.8858333,0.2136915,0.6496114,0.726149,0.1206627,0.6924295,0.9031923,0.6818505,0.6078824,0.7254719,0.211114,0.8653544,0.5741247,0.5070773,0.588362,0.07174131,0.5558062,0.872354,0.901123,0.7546286,0.5664472,0.9399265,0.682735,0.5280829,0.7120789,0.4272861,0.6251847,0.7437776,0.1025216,0.5934933,0.861059,0.3657817,0.6356431,0.8509043,0.7009826,0.186091,0.762418,0.4941815,0.9547889,0.704226,0.9468858,0.7045822,0.1423807,0.6601199,0.5804859,0.7191984,0.9573621,0.9218308,0.8749157,0.8707175,0.8491018,0.8921674,0.9523378,0.7252533,0.1869112,0.4764767,0.9329262,0.6115432,0.8777855,0.5365741,0.5996723,0.5571986,0.5183724,0.893553,0.1517965,0.1405178,0.7010255,0.5873078,0.1231509,0.5506194,0.6948288,0.3570368,0.4152492,0.2774947,0.9563766,0.3987243,0.7370676,0.9622017,0.5318041,0.5059637,0.9498789,0.8788643,0.5527238,0.7143414,0.9498417,0.3341061,0.6349757,0.9466759,0.5626343,0.7195966,0.4370614,0.7405277,0.149257,0.5400172,0.4708668,0.5128233,0.0657293,0.09296944,0.928851,0.6808963,0.2981077,0.135796,0.9377025,0.1196105,0.16415,0.7518264,0.09864594,0.6854255,0.5204844,0.5088019,0.5567617,0.8421257,0.9506949,0.5625885,0.5384693,0.5650764,0.4741909,0.5647022,0.5170253,0.4284536,0.4323983,0.8463625,0.7621209,0.1752514,0.8394432,0.6280419,0.7615104,0.9509263,0.486197,0.2358471,0.713129,0.09221421,0.6817156,0.8633642,0.4659055,0.1543879,0.7178648,0.1501969,0.8431581,0.5166066,0.8838823,0.714115,0.9401236,0.5854616,0.4812357,0.136111,0.579746,0.7228063,0.8918797,0.5378804,0.7155679,0.6853554,0.574255,0.6589083,0.2221823,0.3551822,0.3482065,0.7197859,0.6703302,0.6842799,0.8382039,0.5929616,0.9493544
"cg03602500",0.4917248,0.8824322,0.6329329,0.7711533,0.7753237,0.8079009,0.6625271,0.08918739,0.6797792,0.07878826,0.1502782,0.8646713,0.5399871,0.7730619,0.7092124,0.7983888,0.9204918,0.8090055,0.8896952,0.7212094,0.7517916,0.4952847,0.6178157,0.7092274,0.9250022,0.5517048,0.1966896,0.7621078,0.09663368,0.7360333,0.8575133,0.7129594,0.4545605,0.9012291,0.6124849,0.781921,0.6630173,0.5911331,0.3575945,0.8776839,0.8689098,0.731364,0.7422255,0.581328,0.9133505,0.5828604,0.7896914,0.1121369,0.4874701,0.6137603,0.09692242,0.4775147,0.7208355,0.4928875,0.7617645,0.5916661,0.4329303,0.8722947,0.6779325,0.6420251,0.8242529,0.5545813,0.5779184,0.4852513,0.5138415,0.4940593,0.7673609,0.06342322,0.4808894,0.07772277,0.5090529,0.6257241,0.6864231,0.6936724,0.4115877,0.08321547,0.5657828,0.8690485,0.6458133,0.5923364,0.6676483,0.04521813,0.6560605,0.846682,0.7959602,0.3451851,0.5850314,0.8638672,0.6873077,0.6019522,0.7184776,0.7325553,0.8281109,0.5953804,0.8351674,0.6504599,0.6207834,0.8654206,0.6498852,0.6656498,0.8433598,0.8940434,0.8795674,0.09018081,0.7562897,0.4029728,0.1084586,0.6636348,0.7327448,0.06327967,0.834016,0.7623361,0.4494844,0.1888015,0.7755277,0.5767436,0.1362014,0.6506984,0.4080148,0.6812276,0.4240714,0.9064296,0.7521967,0.6204826,0.7608759,0.9261887,0.8864708,0.09014701,0.6550777,0.8402196,0.7112121,0.1809052,0.9121201,0.936507,0.481457,0.887841,0.674291,0.7364862,0.7725558,0.4658907,0.784975,0.07312491,0.7385658,0.7311172,0.6804796,0.7101101,0.8285918,0.735236,0.7831287,0.841281,0.6553507,0.3968246,0.9040793,0.8401529,0.563769,0.4136958,0.3393379,0.6737365,0.8722958,0.4337069,0.839905,0.5004697,0.7499458,0.6690757,0.8737378,0.6860617,0.4290826,0.7313505,0.723988,0.7014199,0.427116,0.118778,0.6852388,0.7922449,0.8351024,0.6275093,0.6469749,0.8390046,0.6589286,0.5917004,0.4916835,0.5423967,0.6689575,0.9006035,0.8382433,0.6780439,0.4429462,0.6323797,0.4545481,0.7836497,0.5514054,0.07993668
"cg03693099",0.9624897,0.967464,0.9432393,0.9638807,0.9650564,0.9746339,0.9488146,0.9780206,0.9544048,0.9770702,0.9831182,0.9777113,0.9624485,0.95912,0.9661233,0.9647794,0.9774845,0.9726621,0.9693392,0.9671503,0.9746312,0.9645374,0.9662463,0.9784607,0.9690694,0.9386593,0.9756139,0.9662653,0.9800473,0.9705249,0.9686087,0.9636737,0.9592212,0.9514334,0.9787377,0.9830027,0.9583875,0.9633344,0.9640236,0.9602082,0.9732616,0.9504343,0.9655506,0.9421617,0.9750983,0.9733185,0.9766587,0.9735093,0.9579117,0.9737051,0.9724008,0.9561075,0.966212,0.9551948,0.9584949,0.9601687,0.9577388,0.9789643,0.9648426,0.9728728,0.973404,0.9609293,0.9712141,0.9531541,0.8788983,0.9720734,0.9630411,0.971813,0.9634088,0.978262,0.9646147,0.8535009,0.9469321,0.9556463,0.9593258,0.979705,0.9598755,0.9727898,0.972609,0.9752343,0.9805897,0.9744911,0.9658914,0.4318671,0.9631512,0.9703482,0.968067,0.9627559,0.9633545,0.9519323,0.9626623,0.957128,0.9743696,0.6845139,0.5786948,0.9643899,0.9573392,0.9693722,0.967985,0.9589347,0.977246,0.9787405,0.9566683,0.9761543,0.9801389,0.9595719,0.9831325,0.9593145,0.9693713,0.9756346,0.9601819,0.9729987,0.963674,0.9809724,0.9751707,0.9644302,0.976932,0.9757666,0.9654486,0.9769564,0.955779,0.9713396,0.9681392,0.9610416,0.9664832,0.9789811,0.9746138,0.9747797,0.9618273,0.974085,0.2335794,0.9690787,0.9652521,0.9726867,0.9607682,0.9758608,0.9649564,0.9621395,0.9701243,0.9358113,0.9818206,0.9653428,0.973254,0.975781,0.9651982,0.9701129,0.9692635,0.9651372,0.9791172,0.9663385,0.9757287,0.9540809,0.9709767,0.978802,0.9666588,0.963667,0.9731639,0.9589443,0.9746574,0.9641757,0.2390748,0.9647471,0.9709089,0.9694998,0.9634957,0.9663246,0.8755339,0.9767171,0.9649435,0.9760869,0.9594752,0.9796016,0.9661005,0.9654853,0.9777182,0.9652865,0.9562739,0.981261,0.9724029,0.9633101,0.9608393,0.9567599,0.9684088,0.9487614,0.9651541,0.9202822,0.9527389,0.9573423,0.9731518,0.9684343,0.9654289,0.9753504
"cg03860768",0.9388044,0.9628389,0.9440482,0.9543469,0.9360033,0.9285066,0.9276385,0.8960204,0.9244398,0.9509761,0.9308824,0.9583322,0.9407293,0.9452687,0.9612106,0.9334256,0.0572348,0.9497387,0.96833,0.9380234,0.93055,0.9111135,0.9369054,0.9562783,0.9654139,0.9663962,0.9465897,0.9473174,0.7154586,0.9564109,0.9662195,0.9524977,0.9194444,0.9754367,0.9464774,0.9459342,0.932586,0.9506068,0.9479513,0.9635626,0.9508975,0.8410119,0.8939719,0.9452551,0.05284086,0.9551595,0.9603391,0.9213103,0.9278505,0.9422579,0.9344605,0.9341971,0.9433246,0.9213593,0.948998,0.9405951,0.9230376,0.09925114,0.9456103,0.9568387,0.9581826,0.9490876,0.9582221,0.9274345,0.9642931,0.8912632,0.9396356,0.9286244,0.9324352,0.9471874,0.9448948,0.9631136,0.9541638,0.9359491,0.9345006,0.9540861,0.8780965,0.9549897,0.9445271,0.9526697,0.9651591,0.9358993,0.92444,0.9693192,0.9573532,0.9288623,0.9449342,0.9540163,0.9367188,0.9384398,0.9376328,0.9444926,0.9413375,0.9587548,0.9672881,0.9330135,0.9384063,0.9728376,0.9510207,0.9236043,0.9591591,0.9433392,0.9514748,0.9482746,0.963334,0.9321903,0.9606541,0.947017,0.9470355,0.9454329,0.9542487,0.9496897,0.9338181,0.9440702,0.9698148,0.953501,0.955219,0.9590143,0.9365744,0.959429,0.9302847,0.9731243,0.9491739,0.9379953,0.9547343,0.1409364,0.9748781,0.9263472,0.934342,0.9603515,0.9727765,0.8028054,0.9672657,0.9705535,0.9216541,0.07340242,0.9278569,0.946137,0.9475641,0.759607,0.9572349,0.7969922,0.9519328,0.9438082,0.945528,0.9517198,0.9606648,0.942484,0.9433268,0.9554576,0.9486763,0.9276368,0.967671,0.9522736,0.9481443,0.9312397,0.9354067,0.9407093,0.9711727,0.9370542,0.9682857,0.9314591,0.9584453,0.9548252,0.9650313,0.9349144,0.9712725,0.9624743,0.9512371,0.9681455,0.9349294,0.9485795,0.950129,0.9501354,0.9721037,0.9402178,0.9134602,0.9588212,0.9431036,0.9375648,0.9318406,0.9448662,0.9521387,0.9168412,0.959941,0.9438768,0.9298804,0.9145044,0.8945833,0.956212,0.952294,0.943796
"cg04454050",0.4810602,0.3277594,0.3829561,0.5548545,0.3524653,0.5147116,0.395862,0.6104702,0.3480913,0.673798,0.6721748,0.5145832,0.4360186,0.4454791,0.3246385,0.3233591,0.2096915,0.3241885,0.161427,0.3157557,0.4537507,0.5226634,0.3669582,0.5857619,0.2375678,0.3266745,0.6151244,0.3129893,0.6569308,0.4614813,0.3159535,0.4195444,0.4800056,0.2319798,0.4567286,0.5908815,0.3851267,0.4209436,0.5086815,0.1697553,0.5915954,0.36124,0.3752586,0.4001414,0.2470051,0.3909548,0.5874441,0.6517345,0.5122879,0.3979137,0.6846218,0.4463367,0.3619888,0.4459847,0.3172317,0.4085631,0.5032469,0.2544556,0.3908668,0.5160874,0.3320887,0.4037488,0.4728289,0.4430303,0.3365606,0.5495309,0.3090212,0.6453092,0.4472954,0.6696835,0.4393579,0.3113319,0.4631159,0.3881963,0.4948234,0.6795057,0.5331413,0.5253926,0.4740394,0.489996,0.5691352,0.6517096,0.478187,0.4577107,0.3946585,0.5711018,0.4645368,0.608445,0.3718151,0.3932671,0.3425287,0.3761938,0.5565274,0.448577,0.4794935,0.41455,0.4418953,0.2599181,0.4580878,0.4071116,0.2020732,0.2318376,0.1899932,0.6718302,0.3218006,0.4858226,0.7040401,0.3279457,0.3512655,0.6770766,0.4876082,0.3520009,0.4420471,0.6224003,0.1770881,0.4122809,0.6431745,0.4167814,0.5409593,0.2899496,0.488948,0.2565635,0.3307329,0.3612765,0.3653206,0.1468677,0.1371361,0.5979155,0.3955196,0.4100663,0.5238739,0.7111961,0.2206779,0.2008856,0.4685048,0.1462987,0.3746739,0.3158534,0.3365988,0.3681701,0.5430095,0.6382183,0.4296175,0.3976229,0.3568332,0.3785861,0.4907024,0.3462925,0.3237849,0.3279241,0.4636854,0.5436875,0.240208,0.4838966,0.4283738,0.5276554,0.5825337,0.3312315,0.2341235,0.4823077,0.5293561,0.4611743,0.5484179,0.3725438,0.2820967,0.4207752,0.3776852,0.5295917,0.3472826,0.4731579,0.4549739,0.6390635,0.4190212,0.3152439,0.2212262,0.4489353,0.4299188,0.594237,0.3544358,0.4173529,0.4515661,0.3995835,0.3983646,0.187349,0.3388284,0.2345538,0.4799924,0.4005557,0.4652498,0.5872442,0.3825926,0.6298751
"cg04523589",0.9208099,0.6516185,0.870092,0.9828221,0.85757,0.9739328,0.9043093,0.9677138,0.8395337,0.9797043,0.9767402,0.9851052,0.8836798,0.8579154,0.8024266,0.8723183,0.9808565,0.7616169,0.9615129,0.8836364,0.966633,0.9400485,0.8715416,0.9842472,0.6563233,0.2532594,0.9783008,0.8733923,0.9628804,0.9838548,0.7923389,0.8721209,0.9183266,0.6264085,0.8736686,0.9815692,0.8984505,0.8757142,0.9253555,0.9524763,0.9602849,0.8636364,0.9006535,0.8762394,0.9806203,0.8550022,0.9834848,0.9707739,0.9277005,0.8568523,0.9754791,0.9141331,0.8620332,0.9325709,0.8249409,0.8885581,0.9211033,0.9833763,0.9126301,0.9827473,0.7979091,0.8740494,0.9807782,0.9230306,0.6082997,0.9622645,0.8621312,0.9782333,0.9178548,0.9790943,0.9166343,0.1241065,0.8997098,0.8663808,0.9252408,0.9756419,0.9554002,0.9832196,0.9799277,0.9841484,0.9854984,0.9703178,0.8934991,0.1002569,0.8674226,0.9643055,0.8469692,0.981276,0.8234677,0.8498207,0.8765747,0.8581136,0.975612,0.08083759,0.07692266,0.8971215,0.9052557,0.6433054,0.8550082,0.9067296,0.8120616,0.8674284,0.6667551,0.9722475,0.7535675,0.9230248,0.978058,0.8045745,0.8432567,0.9801395,0.9622374,0.8498384,0.9307368,0.9741737,0.8092021,0.8919341,0.9778233,0.8677029,0.9194192,0.8724815,0.9206041,0.7063926,0.8691308,0.8668947,0.8760593,0.9835681,0.5673651,0.9748442,0.8921697,0.8638793,0.05640945,0.9529626,0.7125654,0.9663319,0.9229333,0.9823678,0.8995752,0.8669295,0.8386887,0.9027458,0.9859894,0.9463623,0.8443109,0.8275177,0.8694749,0.851815,0.8911599,0.8684916,0.8601245,0.8597177,0.9736086,0.924841,0.6487857,0.9794478,0.8726394,0.9178711,0.9416476,0.8251825,0.9723706,0.9135138,0.08622027,0.9183698,0.9847023,0.8643108,0.6427266,0.8810343,0.3530332,0.9857842,0.8367129,0.9833992,0.9065847,0.9782327,0.8848155,0.8376662,0.9649017,0.902675,0.858455,0.9828161,0.7817628,0.8662842,0.9140867,0.8400452,0.817629,0.5704658,0.7768703,0.699568,0.9104609,0.8776625,0.874622,0.9827825,0.8722308,0.9690228
"cg04576021",0.9309429,0.9436406,0.9245193,0.9366383,0.9343523,0.9498091,0.9026082,0.9607289,0.9286022,0.9623179,0.963417,0.9510336,0.9467976,0.9358643,0.9427763,0.92939,0.09828512,0.9308824,0.9471907,0.9359812,0.95477,0.9076629,0.9115856,0.9564527,0.9511815,0.9591098,0.9554309,0.9370293,0.9432155,0.9460522,0.9558152,0.9473188,0.9249933,0.9428337,0.9425514,0.9536112,0.9197571,0.9405323,0.9309541,0.914699,0.9440309,0.9302421,0.8814641,0.9375141,0.1321009,0.935858,0.9527833,0.9228042,0.9269453,0.9372516,0.9527466,0.9342598,0.9327118,0.929855,0.941873,0.9448177,0.9300671,0.2776588,0.9351974,0.9509814,0.9288001,0.9407198,0.9581983,0.92744,0.9557214,0.9165753,0.9355695,0.9578931,0.9374354,0.9551233,0.9345051,0.9413419,0.9436716,0.9266668,0.9294518,0.9498659,0.9204829,0.9514951,0.9398844,0.9538897,0.9624797,0.9534471,0.9293653,0.9480954,0.9279402,0.9457369,0.9400326,0.9204159,0.9108521,0.9344084,0.9378239,0.9344049,0.9502564,0.9255545,0.9472108,0.9249218,0.9369814,0.9542342,0.9256761,0.9285001,0.9574487,0.9355486,0.9176053,0.9667695,0.9492173,0.9282927,0.964426,0.939445,0.9401861,0.9595158,0.9498457,0.9364547,0.9356692,0.9645101,0.9517525,0.9502092,0.9679472,0.9494874,0.9262209,0.9453865,0.9323385,0.9573487,0.9413765,0.922675,0.9413608,0.1647705,0.9630547,0.9303938,0.9206759,0.9531979,0.9526423,0.9478291,0.9546633,0.9475699,0.9303985,0.2861355,0.9271877,0.9332799,0.9499798,0.7208045,0.9579307,0.9519061,0.9456119,0.9382715,0.9378281,0.946664,0.9413081,0.932231,0.9383828,0.94603,0.9415514,0.9258069,0.9525455,0.9405646,0.9444196,0.9320899,0.9600346,0.9154034,0.9626998,0.9370615,0.9402004,0.9380644,0.9505749,0.9389175,0.9598334,0.928952,0.961905,0.9551439,0.9339786,0.9520019,0.9261705,0.9601755,0.9378815,0.9376529,0.9462628,0.9550135,0.9243624,0.9627776,0.9274284,0.9287331,0.9348295,0.9326293,0.9356059,0.9036334,0.93859,0.8754171,0.9146512,0.9099066,0.9171212,0.9491645,0.9400516,0.9570411
